node,pr,auth,hub
0,0.06746748749438859,0.0010463302634613994,0.0
1,0.012762550181534023,0.00019439399475819366,4.864168553406763e-06
2,0.0035445091477601864,0.0002933093488167083,0.0
3,0.03792402614608347,0.002001396798456432,4.864168553406763e-06
4,0.005462841718330015,0.0006958290510696546,0.0
5,0.02916790051533094,0.0010145538958770944,0.0
6,0.004521716646875127,0.000834823202372585,4.71644692731801e-06
7,0.02200404618229636,0.000911462078124771,0.0
8,0.02901687202737316,0.0019807750857915377,8.953641752755408e-06
9,0.036218171921459555,0.002300535599819716,1.4976070511541982e-05
10,0.005384702282380221,0.0011202141110325781,9.304071295552977e-06
11,0.019489237660248068,0.001741621459709052,1.9998775741561686e-05
12,0.009512766626533437,0.0010307348233515037,1.069470444600871e-05
13,0.010018809372844188,0.0011181917179937321,1.7400501870187484e-05
14,0.005337959280756118,0.001320909335765103,5.198237288244721e-06
15,0.0016032260597358724,0.0005826892948509046,9.208205305850632e-06
16,0.004610168459882531,0.0003607755737024466,0.0
17,0.015027253101301359,0.002077465972871658,4.68840271027716e-05
18,0.0016660002434559372,0.0004616701388008068,9.999307610584571e-06
19,0.004679800634167018,0.0010888653518923601,9.304071295552977e-06
20,0.0010886464492585836,0.00034109633478482355,5.198237288244721e-06
21,0.012975654611940408,0.0017311479849803867,3.092414383984082e-05
22,0.0014421271087948183,0.00025312387688209006,0.0
23,0.011867735068846854,0.0018784897226614748,4.528115368732391e-05
24,0.0012387943313313331,0.0004120102774728163,8.732702241297871e-06
25,0.003253772870255535,0.0007751826516299127,0.0
26,0.009303866957111433,0.0016209313280567512,4.338138591631909e-05
27,0.0010264555810713173,0.0003560433403852854,1.2597272827726138e-05
28,0.00806036835270562,0.0020697413951417786,6.484339363667161e-05
29,0.009989832315396106,0.0023352183918255603,4.6728921493860876e-05
30,0.0001866469806813493,2.0708001153612388e-05,0.0
31,0.0016057829866808794,0.0003350224374151085,0.0
33,0.009601691559514692,0.002325074796747527,8.026274750496283e-05
34,0.005365351136293019,0.0011201182489805914,3.2961864236715265e-05
35,0.003848707236755795,0.0013137932483210932,4.361458369658005e-05
36,0.010211212239231326,0.0026760813864548363,9.697669857529219e-05
38,0.012627913234867557,0.0031768418878347607,0.00015328924397712195
39,0.005292012485931657,0.0014224087981712455,8.132032994860136e-05
40,0.007728626957627844,0.0017888727643013479,5.207546428603656e-05
41,0.0012777669741101017,0.0003752118841140467,1.775413140666803e-05
42,0.005526005152159023,0.0014980650479381964,9.798923811887893e-05
43,0.005828048113015631,0.0018833626465474948,0.00010988385402102621
44,0.0009166529336203486,0.0004397860277689404,2.1744608839873263e-05
45,0.0027995846136078806,0.0010756517405211721,5.241156392459937e-05
46,0.0006597591912814526,0.00023630607045174148,0.0
47,0.006062642275249865,0.0018604101211644024,0.00010404532590765955
48,0.004485862157849499,0.002297769246068404,7.376652680335261e-05
49,0.002043167537389159,0.0009584786716949444,6.97264323832531e-05
50,0.0017612541923786558,0.0005831646384789627,4.12434804625561e-05
51,0.003919211919201389,0.0015129829207758967,7.610758482366688e-05
52,0.003626013973738923,0.0015658280545590173,0.00011218894296386853
53,0.001594448633081487,0.0007776627360448963,3.524809027822878e-05
54,0.0005709429816016449,0.00013817613348806788,2.827719770408133e-05
55,0.0020562650432385367,0.001031634653487023,5.9107297815456624e-05
56,0.00013890653234919996,7.908079798015225e-05,0.0
57,0.0006256909240690262,0.0004912800852131708,3.194042359316082e-05
59,0.0019841772705543304,0.0007528249672567887,4.6646475228433496e-05
60,0.0024944679878227335,0.000919154894289775,5.391942985883072e-05
61,0.004209884089343702,0.0020621984016278424,0.00014925387632408403
62,0.003992841189746981,0.0017277607076111074,0.00015632329351089803
63,0.006964778372235871,0.0029085147135839724,0.00020255356702291022
66,0.003009308933090576,0.0016237855653154572,7.12857682253562e-05
67,0.003542882491242255,0.001684995931992146,0.0001227486371489067
68,0.00338174943466617,0.0018035412442849361,0.00011024034059331486
69,0.005362915710266791,0.002710490275212726,0.0002501969812680848
70,0.001388865989107373,0.0008638233826531794,7.870819703745824e-05
71,0.001755736596524726,0.0012613718291405278,0.00013851981319529656
72,0.0026854466011931046,0.0016568241438856427,0.00016751342791943702
73,0.0020053938310579567,0.0014458656763988885,0.00018621183432560162
74,0.0018237524051220252,0.0011469277878015684,8.847542938938997e-05
75,0.0004463011303260082,0.0002538224956899051,5.207638966631016e-06
76,0.0008644172501414727,0.0006636875641087784,8.368190206235019e-05
78,0.0038906673899406275,0.0022066492046786883,0.0001942878193984822
79,0.0003054065653943749,0.00013202807054853402,0.0
80,0.0037519480590549356,0.00221505538249319,0.00023897092993264155
81,0.003262741814409447,0.0016979622998114902,0.00013449638289992111
82,0.0003987474253403695,0.000460177686549974,1.751525925563514e-05
83,0.0024992905205593547,0.0016853856070866088,0.00010835579916226825
84,0.00026750695325174705,8.175292250239694e-05,0.0
85,0.004531146340809092,0.0026855725197547312,0.00024663075349498333
86,0.0022864374455691923,0.001721909167061206,0.00010915982739732073
87,0.00548258506470442,0.003292994888334045,0.0003608152365232344
88,0.0004317388138713041,0.00036459738778992927,4.3571840317091274e-05
89,0.0029973043856627575,0.0018400804035078849,0.00018907692235855934
90,0.0008369097042593169,0.00063255154090997,7.699235865741206e-05
91,0.0005441918189097997,0.0001950036590671035,0.0
92,0.0010176166990482215,0.0006496751141654263,5.317462405919803e-05
93,0.001365858246346883,0.0011763576184790421,0.00019221529802624683
94,0.0015753729191500569,0.0011054978342824357,0.00010284899508331807
95,0.0013914177446773253,0.0010704313554205508,7.194991926630808e-05
96,0.0004575437131325669,0.00021818405830834316,8.316091916690388e-06
97,0.001005319622098397,0.0009684224787366626,0.00011729635298325747
98,0.0010242973407230914,0.0007304435838905048,0.0001185453215796552
99,0.0004178980309003672,0.0002842868478507762,4.990697677533117e-05
100,0.001684879895524243,0.0013243928749003386,0.00011144510401362683
101,0.0016708307780303304,0.0015242437282968733,0.0001623321154211785
102,0.0009317733132454735,0.0008383984947594618,0.00013350279880389865
103,0.0013190631754717425,0.0010320837647427258,8.35483025556221e-05
104,0.002486583018927899,0.002158737894271818,0.0002748221420705932
105,0.0002567302467054467,0.00011075807435886554,0.0
106,0.0015699724958971005,0.0013115767762641374,0.00018138606452305743
107,0.002753894949580666,0.0021471366269822686,0.0002839828222324156
108,0.0011332302341710327,0.0007948258893784939,5.245847143684812e-05
109,0.0013286064262162324,0.000928344709582166,0.000126212941606697
110,0.0005178871437487858,0.0003515465577874647,2.6527816501496974e-05
111,0.00029021949913177983,0.0003236699600838275,1.8808162586454723e-05
112,0.0026851334359864853,0.0019506406862652796,0.00021585881774608589
114,0.0006152486290831079,0.0006318749767442517,9.13479431494239e-05
