node,pr,auth,hub
1,0.0005942047689459619,0.0,1.0055290029609276e-26
2,0.0005942047689459619,0.0,1.8083273656005074e-47
3,0.0005942047689459619,0.0,8.918192966020168e-32
4,0.0005942047689459619,0.0,2.7233509289679757e-17
5,0.0005942047689459619,0.0,1.3779947313341457e-15
6,0.0007505992866239748,5.546482142952411e-32,9.586209178975753e-32
7,0.0006880414795527697,3.4079731723607704e-16,2.3279547382241674e-15
8,0.0007282572126699729,6.162479416773659e-27,0.0
9,0.0008287965454629813,1.6255931839004007e-47,0.0
10,0.0008287965454629813,1.6255931839004007e-47,0.0
11,0.0007282572126699729,6.162479416773659e-27,9.048260331815999e-27
12,0.0006880414795527697,3.4079731723607704e-16,2.194227521131963e-15
13,0.0008287965454629813,1.6255931839004007e-47,2.292629477812177e-56
14,0.0008287965454629813,1.6255931839004007e-47,0.0
15,0.0006880414795527697,3.4079731723607704e-16,0.0
16,0.000636978659246647,0.0014700050398716133,0.0
17,0.0006462688661072358,5.877703446912799e-26,0.0
18,0.0008218792823198256,0.004929807061431729,0.0
19,0.0010032208528076225,5.026258088572291e-28,0.0
20,0.0006564584792464385,8.634213389015519e-21,0.0
21,0.029203060101120355,9.621635782520733e-18,0.0
22,0.028569135053157967,1.1395419095027795e-17,0.0
23,0.0006564584792464385,8.634213389015519e-21,0.0
24,0.034364577043056066,1.3903183644666576e-17,0.0
25,0.0007303840624269448,0.003366943400550478,0.0
26,0.0007635397758122471,5.961940746559448e-32,0.0
27,0.0008017417100018951,5.512842489969424e-32,2.4879726130109304e-29
28,0.0006462688661072358,5.877703446912799e-26,0.0
29,0.0006462688661072358,5.877703446912799e-26,0.0
30,0.0012693760721105229,1.104271681958346e-55,0.0
31,0.0008989456263785205,1.3401649412516898e-28,6.2874134525175715e-28
32,0.0006871763710196655,5.299925405620202e-27,0.0
33,0.0013837836312300478,7.351259288697003e-56,0.0
34,0.0011877049531853947,1.084215449234977e-50,8.453930857574819e-36
35,0.011881792775780609,2.2240339829816066e-17,0.0
36,0.001200567746597538,0.00132687237583013,0.0
37,0.0007059149529162174,0.0024631927463097014,0.02487507058058134
38,0.000636646907837438,0.0026190927738549926,0.02009687646341811
39,0.0006564584792464385,8.634213389015519e-21,0.0
40,0.0049642521268641856,3.712965799055255e-17,0.0
41,0.0006462688661072358,5.877703446912799e-26,0.0
42,0.0006564584792464385,8.634213389015519e-21,0.0
43,0.026147531916333466,7.334450317661748e-17,1.2046056586582526e-17
44,0.037808355708613135,1.1250683214182612e-16,0.0
45,0.0006462688661072358,5.877703446912799e-26,0.0
46,0.0014770778029866087,3.5027928324044387e-15,0.0
47,0.001336500456550902,2.30727221245123e-33,1.096399274740281e-33
48,0.0008202117991403646,0.0030629784478504772,0.0
49,0.000636978659246647,0.0014700050398716133,0.0
50,0.0007483570918076935,0.00502969320433314,0.0
51,0.000636978659246647,0.0014700050398716133,0.0
52,0.0006871763710196655,5.299925405620202e-27,0.0
53,0.0007449273496204135,2.1177914607210263e-39,0.0
54,0.001200567746597538,0.00132687237583013,0.0
55,0.0010237669626031853,0.008543350795269411,0.0
56,0.0006500598609310897,0.001926322504904201,0.016579513190232195
57,0.0006829306015652571,3.616413004795834e-28,0.0
58,0.0007897550448324119,0.0034276920196473163,0.019285069313679078
59,0.0006608420884930589,3.2152274175889975e-29,0.0
60,0.0012765460293413869,2.4786887234279626e-15,1.9375222152758504e-15
61,0.020506851998584548,0.09585183590149507,0.0
62,0.0006829306015652571,3.616413004795834e-28,0.0
63,0.0015540142404899518,9.817256221855944e-28,0.0
64,0.0006462688661072358,5.877703446912799e-26,0.0
65,0.0012194119466894787,1.649981971276433e-35,0.0
66,0.0007524684028703172,2.40580244840714e-39,0.0
67,0.0006564584792464385,8.634213389015519e-21,0.0
68,0.0006731719510395345,0.001589176777636835,0.0
69,0.000717443598604947,2.954080416116596e-31,0.0
70,0.009127372797427499,1.3259051354376556e-17,1.5379333194130947e-17
71,0.0009809342456962543,4.442089205452874e-18,0.0
72,0.0011877049531853947,1.084215449234977e-50,8.453930857574819e-36
73,0.0006888456570732101,3.2085147804362613e-28,0.0
74,0.0007449273496204135,2.1177914607210263e-39,0.0
75,0.000636646907837438,0.0026190927738549926,0.0
76,0.0006462688661072358,5.877703446912799e-26,0.0
77,0.0007449273496204135,2.1177914607210263e-39,0.0
78,0.000636646907837438,0.0026190927738549926,0.0
79,0.0006675682837250247,0.001848509299203755,0.0
80,0.0007524684028703172,2.40580244840714e-39,0.0
81,0.0010237669626031853,0.008543350795269411,0.01601343917606067
